Sol ID,Live Count,Amt
3507,57,Aug'16
0904,290,Aug'16
0524,869,Aug'16
0835,200,Aug'16
1283,23,Aug'16
2198,214,Aug'16
2709,922,Aug'16
2713,658,Aug'16
2641,10,Aug'16
2517,33,Aug'16
2561,330,Aug'16
3255,112,Aug'16
3300,269,Aug'16
3299,27,Aug'16
0188,85,Aug'16
0264,111,Aug'16
0291,86,Aug'16
0894,717,Aug'16
1002,921,Aug'16
1801,957,Aug'16
1926,93,Aug'16
1927,101,Aug'16
1928,53,Aug'16
2031,573,Aug'16
2169,102,Aug'16
2492,18,Aug'16
3323,7,Aug'16
3320,34,Aug'16
2710,116,Aug'16
0617,248,Aug'16
0618,1490,Aug'16
1533,1664,Aug'16
6648,36,Aug'16
0439,1466,Aug'16
0671,1490,Aug'16
0672,443,Aug'16
1034,1612,Aug'16
1305,849,Aug'16
1306,751,Aug'16
3551,194,Aug'16
1166,593,Aug'16
6309,1977,Aug'16
2537,370,Aug'16
0280,450,Aug'16
1185,346,Aug'16
6315,626,Aug'16
2477,80,Aug'16
6307,1056,Aug'16
2531,680,Aug'16
6649,227,Aug'16
3626,40,Aug'16
3846,26,Aug'16
0008,12,Aug'16
0048,1,Aug'16
0069,323,Aug'16
0075,149,Aug'16
0183,12,Aug'16
0202,37,Aug'16
0242,40,Aug'16
0243,148,Aug'16
0244,22,Aug'16
0245,71,Aug'16
0304,125,Aug'16
0370,145,Aug'16
0588,213,Aug'16
0596,105,Aug'16
0680,18,Aug'16
0681,9,Aug'16
1035,114,Aug'16
1111,63,Aug'16
1112,79,Aug'16
1113,67,Aug'16
1115,76,Aug'16
1116,92,Aug'16
1117,12,Aug'16
1118,84,Aug'16
1120,87,Aug'16
1121,62,Aug'16
1122,47,Aug'16
1123,35,Aug'16
1124,34,Aug'16
6305,64,Aug'16
6308,45,Aug'16
6650,12,Aug'16
0410,37,Aug'16
0598,43,Aug'16
0076,15,Aug'16
1942,55,Aug'16
0382,31,Aug'16
1114,7,Aug'16
1119,65,Aug'16
1941,18,Aug'16
2361,47,Aug'16
2364,46,Aug'16
2366,93,Aug'16
2362,24,Aug'16
3334,14,Aug'16
2363,18,Aug'16
2367,1,Aug'16
2365,1,Aug'16
2321,6,Aug'16
3886,1,Aug'16
0438,458,Aug'16
0682,1070,Aug'16
1307,194,Aug'16
2400,59,Aug'16
0684,445,Aug'16
0685,854,Aug'16
1308,491,Aug'16
0303,228,Aug'16
1309,86,Aug'16
1803,150,Aug'16
6306,777,Aug'16
6652,222,Aug'16
2368,38,Aug'16
2795,33,Aug'16
0599,956,Aug'16
6531,377,Aug'16
3547,39,Aug'16
1313,781,Aug'16
2386,22,Aug'16
1304,32,Aug'16
1314,219,Aug'16
1315,25,Aug'16
1316,21,Aug'16
1317,159,Aug'16
1318,18,Aug'16
1320,211,Aug'16
1805,120,Aug'16
1806,157,Aug'16
1807,54,Aug'16
2777,198,Aug'16
2798,78,Aug'16
2491,259,Aug'16
2799,65,Aug'16
6312,6,Aug'16
6310,651,Aug'16
2503,74,Aug'16
0700,89,Aug'16
0702,92,Aug'16
0201,768,Aug'16
0922,651,Aug'16
2303,394,Aug'16
0704,84,Aug'16
6313,287,Aug'16
2530,101,Aug'16
0674,729,Aug'16
0675,647,Aug'16
0060,129,Aug'16
0365,141,Aug'16
1108,239,Aug'16
1268,97,Aug'16
1269,159,Aug'16
1319,71,Aug'16
6316,111,Aug'16
2405,54,Aug'16
3253,95,Aug'16
3335,72,Aug'16
2494,76,Aug'16
0011,37,Aug'16
0018,115,Aug'16
0020,15,Aug'16
0026,59,Aug'16
0036,60,Aug'16
0057,4,Aug'16
0211,62,Aug'16
0267,52,Aug'16
0281,34,Aug'16
0320,75,Aug'16
0366,62,Aug'16
0377,71,Aug'16
0418,61,Aug'16
0420,56,Aug'16
0539,19,Aug'16
0546,41,Aug'16
0585,67,Aug'16
0740,20,Aug'16
0984,59,Aug'16
1012,67,Aug'16
1016,17,Aug'16
1019,44,Aug'16
1032,35,Aug'16
1071,50,Aug'16
1074,32,Aug'16
1086,20,Aug'16
1201,37,Aug'16
1206,24,Aug'16
1208,26,Aug'16
1209,18,Aug'16
1215,15,Aug'16
1218,33,Aug'16
1219,58,Aug'16
1223,48,Aug'16
1226,58,Aug'16
1228,27,Aug'16
1229,43,Aug'16
1230,54,Aug'16
1231,134,Aug'16
1232,38,Aug'16
1235,25,Aug'16
1236,167,Aug'16
1237,29,Aug'16
1239,28,Aug'16
1240,62,Aug'16
1241,43,Aug'16
1243,50,Aug'16
1244,56,Aug'16
1246,84,Aug'16
1248,46,Aug'16
1249,70,Aug'16
1252,27,Aug'16
1957,36,Aug'16
6237,59,Aug'16
6238,62,Aug'16
6412,41,Aug'16
6415,36,Aug'16
6419,43,Aug'16
6427,43,Aug'16
6434,57,Aug'16
6438,61,Aug'16
0988,60,Aug'16
1098,34,Aug'16
1194,116,Aug'16
0544,25,Aug'16
1044,55,Aug'16
6426,35,Aug'16
6429,37,Aug'16
6239,71,Aug'16
1200,72,Aug'16
1964,54,Aug'16
6414,53,Aug'16
1225,38,Aug'16
0158,111,Aug'16
0414,42,Aug'16
1207,51,Aug'16
1213,24,Aug'16
1216,24,Aug'16
0209,63,Aug'16
0383,25,Aug'16
1022,36,Aug'16
1026,17,Aug'16
1043,29,Aug'16
1204,40,Aug'16
1205,52,Aug'16
1214,24,Aug'16
1955,39,Aug'16
1959,36,Aug'16
1962,16,Aug'16
1963,24,Aug'16
1211,19,Aug'16
1960,9,Aug'16
6977,23,Aug'16
1199,5,Aug'16
3447,2,Aug'16
0595,81,Aug'16
0334,217,Aug'16
0994,69,Aug'16
1030,132,Aug'16
1480,33,Aug'16
1627,116,Aug'16
1692,28,Aug'16
1486,52,Aug'16
2779,36,Aug'16
0019,141,Aug'16
0022,32,Aug'16
0028,48,Aug'16
0049,4,Aug'16
0062,54,Aug'16
0063,49,Aug'16
0088,46,Aug'16
0203,2,Aug'16
0268,90,Aug'16
0408,200,Aug'16
0419,121,Aug'16
0884,134,Aug'16
0950,65,Aug'16
0951,43,Aug'16
1021,121,Aug'16
1067,47,Aug'16
1090,114,Aug'16
1210,55,Aug'16
1394,54,Aug'16
1444,24,Aug'16
1485,100,Aug'16
1488,31,Aug'16
1489,79,Aug'16
1490,82,Aug'16
1492,54,Aug'16
1493,43,Aug'16
1569,54,Aug'16
1728,102,Aug'16
1879,32,Aug'16
1885,105,Aug'16
1889,82,Aug'16
6983,61,Aug'16
1484,68,Aug'16
1066,70,Aug'16
1884,104,Aug'16
2497,46,Aug'16
0957,36,Aug'16
1882,73,Aug'16
2182,50,Aug'16
2787,53,Aug'16
2841,24,Aug'16
0956,26,Aug'16
1491,55,Aug'16
1880,18,Aug'16
3509,1,Aug'16
3525,17,Aug'16
1883,64,Aug'16
1888,38,Aug'16
1968,27,Aug'16
3058,23,Aug'16
3515,3,Aug'16
1487,2,Aug'16
3402,3,Aug'16
3405,1,Aug'16
0024,43,Aug'16
0064,24,Aug'16
0067,52,Aug'16
0189,33,Aug'16
0294,21,Aug'16
0295,33,Aug'16
0344,42,Aug'16
0345,180,Aug'16
0361,21,Aug'16
0457,46,Aug'16
0586,38,Aug'16
0625,35,Aug'16
0844,36,Aug'16
0845,84,Aug'16
0930,102,Aug'16
1367,16,Aug'16
1368,23,Aug'16
1369,18,Aug'16
1370,62,Aug'16
1371,31,Aug'16
1826,48,Aug'16
1827,32,Aug'16
1828,68,Aug'16
6244,156,Aug'16
0917,25,Aug'16
6548,11,Aug'16
6547,31,Aug'16
2313,29,Aug'16
2310,143,Aug'16
1740,57,Aug'16
2309,6,Aug'16
3466,113,Aug'16
3467,106,Aug'16
2308,11,Aug'16
3465,32,Aug'16
3463,13,Aug'16
2311,4,Aug'16
3240,6,Aug'16
3245,2,Aug'16
0085,141,Aug'16
0256,132,Aug'16
1830,47,Aug'16
0178,39,Aug'16
0258,9,Aug'16
1800,35,Aug'16
3625,1,Aug'16
2421,1,Aug'16
0272,301,Aug'16
6550,231,Aug'16
2422,53,Aug'16
0422,10,Aug'16
6554,15,Aug'16
1350,51,Aug'16
0165,79,Aug'16
1183,14,Aug'16
2006,51,Aug'16
3546,11,Aug'16
0205,536,Aug'16
0726,263,Aug'16
1376,89,Aug'16
2472,95,Aug'16
2631,96,Aug'16
3486,87,Aug'16
0308,255,Aug'16
1380,54,Aug'16
0260,41,Aug'16
2500,65,Aug'16
0257,306,Aug'16
0206,104,Aug'16
1382,16,Aug'16
1833,56,Aug'16
2130,55,Aug'16
1057,111,Aug'16
1770,154,Aug'16
0207,177,Aug'16
1709,1136,Aug'16
0153,37,Aug'16
0728,152,Aug'16
0848,65,Aug'16
1165,59,Aug'16
1383,113,Aug'16
1835,83,Aug'16
2011,64,Aug'16
6248,95,Aug'16
6553,38,Aug'16
2614,89,Aug'16
2395,126,Aug'16
2396,10,Aug'16
2498,40,Aug'16
2394,19,Aug'16
3624,29,Aug'16
3495,7,Aug'16
3311,8,Aug'16
3388,5,Aug'16
0052,42,Aug'16
0193,75,Aug'16
0584,855,Aug'16
0850,46,Aug'16
0851,88,Aug'16
0852,66,Aug'16
1385,228,Aug'16
1386,65,Aug'16
1387,9,Aug'16
1388,23,Aug'16
1836,392,Aug'16
1837,18,Aug'16
1838,381,Aug'16
6246,103,Aug'16
6557,33,Aug'16
2397,225,Aug'16
1389,188,Aug'16
1839,13,Aug'16
2725,9,Aug'16
2398,7,Aug'16
2399,25,Aug'16
3480,3,Aug'16
3478,2,Aug'16
0453,678,Aug'16
0003,48,Aug'16
0248,9,Aug'16
0853,41,Aug'16
0854,29,Aug'16
0855,19,Aug'16
1396,43,Aug'16
1841,30,Aug'16
6245,22,Aug'16
6549,23,Aug'16
3473,41,Aug'16
3410,1,Aug'16
0068,100,Aug'16
0179,138,Aug'16
0856,53,Aug'16
2145,250,Aug'16
6559,19,Aug'16
2613,46,Aug'16
0086,109,Aug'16
0259,101,Aug'16
0727,59,Aug'16
1058,309,Aug'16
1381,265,Aug'16
1624,40,Aug'16
1701,825,Aug'16
1702,92,Aug'16
2442,65,Aug'16
2443,55,Aug'16
3487,224,Aug'16
3537,355,Aug'16
3283,41,Aug'16
1857,765,Aug'16
1435,346,Aug'16
0055,165,Aug'16
0283,51,Aug'16
0590,97,Aug'16
1042,44,Aug'16
1188,69,Aug'16
1189,59,Aug'16
1190,82,Aug'16
1192,55,Aug'16
1193,139,Aug'16
6565,34,Aug'16
2341,25,Aug'16
3471,24,Aug'16
3470,22,Aug'16
3472,20,Aug'16
3278,30,Aug'16
3897,4,Aug'16
3275,1,Aug'16
3271,2,Aug'16
0426,86,Aug'16
0511,1930,Aug'16
3285,18,Aug'16
0758,197,Aug'16
0759,412,Aug'16
1532,381,Aug'16
0197,435,Aug'16
1437,262,Aug'16
1438,169,Aug'16
1439,240,Aug'16
1858,84,Aug'16
6567,106,Aug'16
6568,61,Aug'16
0041,244,Aug'16
0241,176,Aug'16
0916,101,Aug'16
0945,99,Aug'16
0946,82,Aug'16
1441,101,Aug'16
1717,191,Aug'16
1859,48,Aug'16
6569,98,Aug'16
6570,118,Aug'16
6571,123,Aug'16
6572,146,Aug'16
6573,49,Aug'16
6574,110,Aug'16
6575,91,Aug'16
2370,40,Aug'16
2371,80,Aug'16
2369,57,Aug'16
3477,20,Aug'16
3469,15,Aug'16
3287,28,Aug'16
0198,223,Aug'16
0762,83,Aug'16
6576,102,Aug'16
2465,52,Aug'16
2464,35,Aug'16
3497,60,Aug'16
3309,5,Aug'16
0763,169,Aug'16
1443,449,Aug'16
0991,179,Aug'16
6579,77,Aug'16
0992,461,Aug'16
1715,226,Aug'16
0765,190,Aug'16
6580,80,Aug'16
2597,54,Aug'16
1445,357,Aug'16
0390,152,Aug'16
6582,172,Aug'16
0948,516,Aug'16
3305,6,Aug'16
0949,130,Aug'16
1861,92,Aug'16
3389,1,Aug'16
0432,230,Aug'16
1736,244,Aug'16
1447,232,Aug'16
1448,710,Aug'16
1449,342,Aug'16
0513,187,Aug'16
1390,104,Aug'16
1450,203,Aug'16
0300,219,Aug'16
6585,248,Aug'16
2541,82,Aug'16
2642,12,Aug'16
3529,42,Aug'16
2611,27,Aug'16
3260,9,Aug'16
3269,17,Aug'16
0379,129,Aug'16
1622,522,Aug'16
6458,201,Aug'16
3247,15,Aug'16
0520,347,Aug'16
6968,147,Aug'16
0428,360,Aug'16
6969,177,Aug'16
3453,97,Aug'16
3847,7,Aug'16
0044,93,Aug'16
1105,278,Aug'16
1454,147,Aug'16
1455,275,Aug'16
1456,209,Aug'16
6970,130,Aug'16
3063,122,Aug'16
3504,40,Aug'16
1096,533,Aug'16
0870,75,Aug'16
2430,71,Aug'16
1865,461,Aug'16
6463,525,Aug'16
6546,91,Aug'16
3548,11,Aug'16
1072,171,Aug'16
0375,371,Aug'16
1457,143,Aug'16
0166,869,Aug'16
1459,104,Aug'16
6357,180,Aug'16
6358,303,Aug'16
6390,384,Aug'16
6973,139,Aug'16
0341,239,Aug'16
1699,147,Aug'16
0059,87,Aug'16
0231,167,Aug'16
1460,213,Aug'16
1461,95,Aug'16
1462,153,Aug'16
1463,178,Aug'16
1787,63,Aug'16
1790,143,Aug'16
1867,203,Aug'16
6242,22,Aug'16
6992,235,Aug'16
1965,31,Aug'16
1866,25,Aug'16
2380,26,Aug'16
3349,3,Aug'16
3353,1,Aug'16
3352,1,Aug'16
1466,942,Aug'16
6464,319,Aug'16
3355,4,Aug'16
0027,240,Aug'16
0182,142,Aug'16
0999,177,Aug'16
1087,124,Aug'16
1088,116,Aug'16
1467,94,Aug'16
1469,178,Aug'16
1470,71,Aug'16
1868,135,Aug'16
1869,40,Aug'16
1870,22,Aug'16
1871,32,Aug'16
1873,99,Aug'16
6428,95,Aug'16
6993,50,Aug'16
1874,82,Aug'16
1872,89,Aug'16
6976,109,Aug'16
2801,45,Aug'16
3455,16,Aug'16
0015,33,Aug'16
0030,49,Aug'16
0210,68,Aug'16
1361,45,Aug'16
1362,2,Aug'16
1363,33,Aug'16
1542,85,Aug'16
1678,7,Aug'16
1983,6,Aug'16
2113,12,Aug'16
1364,14,Aug'16
2647,17,Aug'16
2603,66,Aug'16
2616,35,Aug'16
2624,2,Aug'16
2612,17,Aug'16
6994,26,Aug'16
2587,3,Aug'16
3513,18,Aug'16
6468,678,Aug'16
0005,328,Aug'16
0039,266,Aug'16
0073,48,Aug'16
0074,103,Aug'16
0321,145,Aug'16
0337,85,Aug'16
0338,74,Aug'16
0424,37,Aug'16
0508,121,Aug'16
0566,97,Aug'16
0581,31,Aug'16
0915,249,Aug'16
0985,83,Aug'16
0986,51,Aug'16
1474,67,Aug'16
1475,59,Aug'16
1477,180,Aug'16
1478,80,Aug'16
1697,49,Aug'16
1802,171,Aug'16
1875,94,Aug'16
1876,67,Aug'16
1877,148,Aug'16
1878,9,Aug'16
1967,14,Aug'16
2152,135,Aug'16
6240,121,Aug'16
6450,89,Aug'16
6451,66,Aug'16
6455,361,Aug'16
6461,83,Aug'16
6488,57,Aug'16
6493,68,Aug'16
2387,118,Aug'16
2388,69,Aug'16
2305,58,Aug'16
2391,81,Aug'16
2393,74,Aug'16
3460,52,Aug'16
2389,39,Aug'16
3692,54,Aug'16
3458,8,Aug'16
3491,47,Aug'16
3368,18,Aug'16
3372,20,Aug'16
3378,20,Aug'16
1966,2,Aug'16
3376,4,Aug'16
2392,2,Aug'16
3365,6,Aug'16
3373,1,Aug'16
3375,8,Aug'16
3461,5,Aug'16
1727,5,Aug'16
3246,3,Aug'16
3257,1,Aug'16
3369,1,Aug'16
3850,6,Aug'16
0339,209,Aug'16
6533,297,Aug'16
6534,326,Aug'16
6535,226,Aug'16
6537,208,Aug'16
6540,318,Aug'16
3390,1,Aug'16
6460,233,Aug'16
3456,51,Aug'16
0199,901,Aug'16
1392,402,Aug'16
2525,269,Aug'16
3393,1,Aug'16
0023,117,Aug'16
0226,56,Aug'16
1140,28,Aug'16
1141,101,Aug'16
1142,31,Aug'16
1365,37,Aug'16
1366,38,Aug'16
1729,47,Aug'16
2156,35,Aug'16
2651,16,Aug'16
2589,30,Aug'16
2629,6,Aug'16
3501,18,Aug'16
1080,543,Aug'16
1097,144,Aug'16
1415,7,Aug'16
2794,19,Aug'16
2793,7,Aug'16
0047,135,Aug'16
0053,105,Aug'16
0078,88,Aug'16
0159,287,Aug'16
0169,144,Aug'16
0204,366,Aug'16
0251,65,Aug'16
0252,116,Aug'16
0269,83,Aug'16
0287,63,Aug'16
0296,134,Aug'16
0297,76,Aug'16
0357,89,Aug'16
0359,62,Aug'16
0360,2,Aug'16
0401,53,Aug'16
0411,58,Aug'16
0583,233,Aug'16
0601,54,Aug'16
0604,118,Aug'16
0937,156,Aug'16
0938,68,Aug'16
1007,50,Aug'16
1008,49,Aug'16
1009,116,Aug'16
1075,57,Aug'16
1417,82,Aug'16
1418,89,Aug'16
1421,14,Aug'16
1851,119,Aug'16
1937,54,Aug'16
2178,101,Aug'16
2191,153,Aug'16
2301,103,Aug'16
6252,76,Aug'16
6253,52,Aug'16
6254,116,Aug'16
1935,28,Aug'16
2325,71,Aug'16
2723,47,Aug'16
2317,70,Aug'16
2637,78,Aug'16
2726,27,Aug'16
2336,34,Aug'16
1850,79,Aug'16
2337,32,Aug'16
2340,25,Aug'16
0299,51,Aug'16
6560,12,Aug'16
2322,67,Aug'16
2320,43,Aug'16
2323,42,Aug'16
2324,39,Aug'16
2329,28,Aug'16
2330,77,Aug'16
2331,79,Aug'16
2339,96,Aug'16
2318,38,Aug'16
3436,24,Aug'16
2334,71,Aug'16
2327,14,Aug'16
3441,21,Aug'16
2332,3,Aug'16
2335,50,Aug'16
3438,12,Aug'16
3695,12,Aug'16
3440,2,Aug'16
0014,83,Aug'16
0561,27,Aug'16
1153,33,Aug'16
1154,32,Aug'16
6562,17,Aug'16
2418,20,Aug'16
0156,682,Aug'16
1556,686,Aug'16
6608,431,Aug'16
0741,706,Aug'16
0152,153,Aug'16
0560,217,Aug'16
1429,119,Aug'16
1722,991,Aug'16
6255,367,Aug'16
0084,3,Aug'16
0301,598,Aug'16
1094,44,Aug'16
0559,30,Aug'16
1432,34,Aug'16
0072,9,Aug'16
1063,47,Aug'16
0010,34,Aug'16
0223,22,Aug'16
0277,34,Aug'16
0289,40,Aug'16
0549,43,Aug'16
0742,35,Aug'16
0743,51,Aug'16
0919,55,Aug'16
0940,32,Aug'16
1029,32,Aug'16
1053,3,Aug'16
1110,42,Aug'16
1159,33,Aug'16
1160,20,Aug'16
1161,32,Aug'16
1162,50,Aug'16
1691,51,Aug'16
6264,30,Aug'16
1950,16,Aug'16
2579,20,Aug'16
2662,16,Aug'16
1951,7,Aug'16
2483,14,Aug'16
2685,35,Aug'16
2673,17,Aug'16
2683,8,Aug'16
6351,18,Aug'16
2484,13,Aug'16
2674,29,Aug'16
0523,70,Aug'16
0744,23,Aug'16
2652,26,Aug'16
2663,26,Aug'16
0181,56,Aug'16
0462,50,Aug'16
0745,27,Aug'16
1168,29,Aug'16
1169,40,Aug'16
1758,30,Aug'16
2660,20,Aug'16
3237,4,Aug'16
0220,152,Aug'16
1170,136,Aug'16
2676,19,Aug'16
0990,69,Aug'16
1636,66,Aug'16
6266,11,Aug'16
6348,13,Aug'16
2487,26,Aug'16
2582,29,Aug'16
2636,10,Aug'16
2653,26,Aug'16
2670,36,Aug'16
2671,8,Aug'16
3233,2,Aug'16
0746,18,Aug'16
0941,32,Aug'16
1171,48,Aug'16
1952,13,Aug'16
2003,26,Aug'16
2124,39,Aug'16
6267,12,Aug'16
6271,13,Aug'16
2664,12,Aug'16
3236,1,Aug'16
0221,73,Aug'16
0444,31,Aug'16
0603,115,Aug'16
0747,27,Aug'16
0748,62,Aug'16
1172,35,Aug'16
1853,28,Aug'16
1938,82,Aug'16
6265,75,Aug'16
2672,113,Aug'16
2490,43,Aug'16
2654,41,Aug'16
2488,21,Aug'16
2489,69,Aug'16
2667,28,Aug'16
0218,45,Aug'16
0219,65,Aug'16
0222,5,Aug'16
0749,37,Aug'16
0750,63,Aug'16
0942,30,Aug'16
1167,49,Aug'16
2600,123,Aug'16
2666,69,Aug'16
2656,29,Aug'16
2680,34,Aug'16
0262,31,Aug'16
0635,8,Aug'16
1173,42,Aug'16
1174,43,Aug'16
1854,15,Aug'16
2108,4,Aug'16
2509,15,Aug'16
2628,14,Aug'16
2661,35,Aug'16
2668,21,Aug'16
2677,46,Aug'16
2482,7,Aug'16
0216,19,Aug'16
0751,47,Aug'16
1175,23,Aug'16
2039,22,Aug'16
2107,34,Aug'16
6269,24,Aug'16
6272,17,Aug'16
2585,34,Aug'16
0336,50,Aug'16
0389,17,Aug'16
0752,23,Aug'16
0753,112,Aug'16
0866,35,Aug'16
1177,22,Aug'16
1178,20,Aug'16
1179,38,Aug'16
1180,20,Aug'16
1433,35,Aug'16
1855,22,Aug'16
6262,25,Aug'16
1856,19,Aug'16
2533,23,Aug'16
2655,15,Aug'16
2658,27,Aug'16
2669,54,Aug'16
2679,29,Aug'16
2684,31,Aug'16
2686,28,Aug'16
2534,6,Aug'16
0180,43,Aug'16
0217,41,Aug'16
0754,42,Aug'16
0755,35,Aug'16
0756,49,Aug'16
1093,17,Aug'16
1186,29,Aug'16
1187,28,Aug'16
2615,11,Aug'16
1954,8,Aug'16
2535,18,Aug'16
2681,13,Aug'16
0757,50,Aug'16
1620,85,Aug'16
0215,48,Aug'16
0606,31,Aug'16
0939,28,Aug'16
1157,11,Aug'16
1158,69,Aug'16
1527,28,Aug'16
1757,27,Aug'16
2657,103,Aug'16
2586,63,Aug'16
0001,118,Aug'16
0054,40,Aug'16
0077,126,Aug'16
0212,64,Aug'16
0232,27,Aug'16
0276,47,Aug'16
0350,37,Aug'16
0385,33,Aug'16
0395,51,Aug'16
0574,23,Aug'16
0577,94,Aug'16
0970,166,Aug'16
1040,50,Aug'16
1062,86,Aug'16
1543,91,Aug'16
1544,76,Aug'16
1545,65,Aug'16
1683,136,Aug'16
1684,22,Aug'16
1686,131,Aug'16
1687,95,Aug'16
1897,63,Aug'16
1898,37,Aug'16
1899,181,Aug'16
1900,62,Aug'16
1901,50,Aug'16
2185,36,Aug'16
2186,122,Aug'16
6020,28,Aug'16
6022,98,Aug'16
6023,61,Aug'16
6025,131,Aug'16
6026,56,Aug'16
6027,61,Aug'16
6028,22,Aug'16
6033,104,Aug'16
6036,62,Aug'16
6038,41,Aug'16
2184,82,Aug'16
2343,54,Aug'16
2347,34,Aug'16
2781,48,Aug'16
2345,30,Aug'16
2778,91,Aug'16
2780,85,Aug'16
6609,31,Aug'16
2346,48,Aug'16
2349,66,Aug'16
2351,12,Aug'16
2190,32,Aug'16
3216,40,Aug'16
2694,43,Aug'16
2789,17,Aug'16
3432,57,Aug'16
3524,52,Aug'16
3540,18,Aug'16
2352,58,Aug'16
3221,24,Aug'16
3224,5,Aug'16
3658,17,Aug'16
3219,12,Aug'16
3227,21,Aug'16
6604,5,Aug'16
0016,304,Aug'16
0033,765,Aug'16
0342,336,Aug'16
0587,295,Aug'16
1548,424,Aug'16
1549,232,Aug'16
1550,210,Aug'16
2041,86,Aug'16
2140,38,Aug'16
2142,89,Aug'16
2189,109,Aug'16
6053,223,Aug'16
6152,262,Aug'16
2432,62,Aug'16
3505,42,Aug'16
1903,1554,Aug'16
6098,300,Aug'16
6149,1026,Aug'16
6151,1038,Aug'16
6186,1279,Aug'16
6212,635,Aug'16
0803,408,Aug'16
6058,489,Aug'16
1552,264,Aug'16
6062,481,Aug'16
6607,38,Aug'16
2049,648,Aug'16
6095,1389,Aug'16
2501,72,Aug'16
0996,652,Aug'16
6072,170,Aug'16
0563,49,Aug'16
6003,239,Aug'16
6004,290,Aug'16
6006,418,Aug'16
6009,1049,Aug'16
6011,401,Aug'16
6013,526,Aug'16
6016,295,Aug'16
6017,428,Aug'16
0562,174,Aug'16
6094,563,Aug'16
0805,610,Aug'16
0354,98,Aug'16
1558,80,Aug'16
6114,566,Aug'16
6116,666,Aug'16
1060,586,Aug'16
1906,324,Aug'16
6119,787,Aug'16
2792,13,Aug'16
6054,344,Aug'16
6069,407,Aug'16
6071,247,Aug'16
6081,576,Aug'16
6128,1973,Aug'16
0275,131,Aug'16
1546,188,Aug'16
1560,115,Aug'16
1561,106,Aug'16
6035,98,Aug'16
2692,36,Aug'16
1902,102,Aug'16
2539,46,Aug'16
2707,69,Aug'16
2696,88,Aug'16
2410,103,Aug'16
2697,58,Aug'16
2702,125,Aug'16
6139,370,Aug'16
6153,568,Aug'16
2540,444,Aug'16
0568,473,Aug'16
1562,220,Aug'16
1563,205,Aug'16
6125,168,Aug'16
6132,336,Aug'16
6134,252,Aug'16
6204,289,Aug'16
6610,104,Aug'16
6135,738,Aug'16
2536,279,Aug'16
1909,311,Aug'16
1910,273,Aug'16
6143,429,Aug'16
1631,20,Aug'16
6115,220,Aug'16
6172,143,Aug'16
0056,207,Aug'16
1504,459,Aug'16
1892,553,Aug'16
6233,972,Aug'16
1061,1279,Aug'16
6154,1084,Aug'16
6611,349,Aug'16
2538,235,Aug'16
0398,75,Aug'16
0519,61,Aug'16
0804,111,Aug'16
1039,64,Aug'16
1082,70,Aug'16
1393,132,Aug'16
1554,40,Aug'16
2690,134,Aug'16
2699,74,Aug'16
6037,49,Aug'16
6066,655,Aug'16
2700,52,Aug'16
2408,121,Aug'16
2687,61,Aug'16
1904,317,Aug'16
2693,67,Aug'16
2706,78,Aug'16
2159,103,Aug'16
2510,67,Aug'16
2348,30,Aug'16
2704,20,Aug'16
3534,25,Aug'16
2698,100,Aug'16
3535,32,Aug'16
2708,56,Aug'16
3433,21,Aug'16
3218,7,Aug'16
3533,1,Aug'16
3185,7,Aug'16
3217,11,Aug'16
3229,14,Aug'16
3184,249,Aug'16
0187,15,Aug'16
0305,12,Aug'16
0455,1,Aug'16
0485,16,Aug'16
0969,2,Aug'16
1295,12,Aug'16
1534,189,Aug'16
1535,30,Aug'16
1540,124,Aug'16
6097,1,Aug'16
6601,33,Aug'16
6677,30,Aug'16
6719,4,Aug'16
6872,6,Aug'16
0000,2,Aug'16
0673,3365,Aug'16
2004,947,Aug'16
3631,232,Aug'16
3771,165,Aug'16
3755,135,Aug'16
3758,119,Aug'16
0441,757,Aug'16
0483,1381,Aug'16
0677,1596,Aug'16
0678,1696,Aug'16
1979,1407,Aug'16
2024,529,Aug'16
3628,361,Aug'16
3778,264,Aug'16
0589,954,Aug'16
0679,3111,Aug'16
2805,987,Aug'16
3583,560,Aug'16
3770,177,Aug'16
0683,3714,Aug'16
2808,1034,Aug'16
3629,550,Aug'16
3632,563,Aug'16
0611,619,Aug'16
0686,1297,Aug'16
1797,498,Aug'16
1982,631,Aug'16
3630,369,Aug'16
3774,128,Aug'16
3759,111,Aug'16
0279,1948,Aug'16
0687,2086,Aug'16
0688,1556,Aug'16
1310,680,Aug'16
0689,4016,Aug'16
0920,1532,Aug'16
1311,2946,Aug'16
3514,1156,Aug'16
3799,245,Aug'16
3777,265,Aug'16
0690,2763,Aug'16
0691,2823,Aug'16
0836,1991,Aug'16
1312,1501,Aug'16
2806,1395,Aug'16
2807,1318,Aug'16
3633,421,Aug'16
3801,202,Aug'16
3800,547,Aug'16
0695,1481,Aug'16
0696,2626,Aug'16
3769,337,Aug'16
0697,2643,Aug'16
0698,2006,Aug'16
1793,645,Aug'16
0692,1198,Aug'16
0693,1309,Aug'16
0694,1207,Aug'16
0699,1133,Aug'16
3780,276,Aug'16
0701,1355,Aug'16
0703,2277,Aug'16
0921,4945,Aug'16
0440,791,Aug'16
0534,1527,Aug'16
0705,571,Aug'16
3787,154,Aug'16
0676,1300,Aug'16
0535,1762,Aug'16
3798,357,Aug'16
3779,126,Aug'16
0176,150,Aug'16
